event_date,year,event_type,sub_event_type,admin1,admin2,admin3,location,latitude,longitude,fatalities,notes,month
2022-10-16,2022,Violence against civilians,Attack,Oromia,West Wellega,Mendi town,Mendi,9.8,35.1,3,"On 16 October 2022, ENDF soldiers shot and killed 3 people, allegedly members of OLF Shane, in Mendi town (West Wellega, Oromia), after taking them out of Mendi Hospital. The government forces have been conducting searches for members of the group.",10
2022-10-17,2022,Battles,Government regains territory,Tigray,North Western Tigray,Tahtay Koraro,Shire,14.1383,38.2833,0,"On 17 October 2022, ENDF, Amhara regional special forces, Amhara militias, and Fano militias clashed with TPLF forces in Shire town (Tahtay Koraro, North Western Tigray, Tigray) and regained control of the town and surrounding areas. Casualities unknown.",10
2022-10-17,2022,Battles,Government regains territory,Tigray,Southern Tigray,Korem town,Korem,12.5075,39.5222,5,"On 17 October 2022, ENDF, Amhara regional special forces, Amhara militias, and Fano militias clashed with TPLF forces in Korem town (Southern Tigray, Tigray) and Alamata (coded separately) and regained control of these areas. Unidentified members of TPLF forces were killed. An unknown number of fatalities in active conflict zone coded as 10 and split into two locations.",10
2022-10-17,2022,Battles,Government regains territory,Tigray,Southern Tigray,Alamata town,Alamata,12.416,39.5597,5,"On 17 October 2022, ENDF, Amhara regional special forces, Amhara militias, and Fano militias clashed with TPLF forces in Alamata town (Southern Tigray, Tigray) and Korem (coded separately) and regained control of these areas. Unidentified members of TPLF forces were killed. An unknown number of fatalities in active conflict zone coded as 10 and split into two locations.",10
2022-10-17,2022,Violence against civilians,Attack,Oromia,North Shewa,Wuchale,Muke Turi,9.55,38.8667,1,"On 17 October 2022, ENDF allegedly killed a youth in its military camp near Muke Turi, in Wuchale woreda (North Shewa, Oromia). Families were called to take out his body from the camp and which was found hanged. The reason is unknown. No further information is available.",10
2022-10-18,2022,Battles,Government regains territory,Tigray,Southern Tigray,Chercher,Bisober,12.4051,39.7772,0,"On 18 October 2022, ENDF, Amhara regional special forces, Amhara militias, and Fano militias clashed with TPLF forces in Bisober (Chercher, Southern Tigray, Tigray) and regained control of this area. Casualties unknown.",10
2022-10-19,2022,Strategic developments,Agreement,Benshangul/Gumuz,Asosa,Assosa,Asosa,10.0667,34.5333,0,"On 19 October 2022, Benishangul Gumuz regional government signed a peace agreement with Gumuz People Democratic Movement (GPDM) in Asosa, Assosa, (Asosa, Benshangul/Gumuz). The peace agreement is believed to open opportunities for sustainable peace and stability in the region.",10
2022-10-19,2022,Violence against civilians,Attack,Oromia,Horo Gudru Wellega,Amuru,Agemsa,10.1459,36.9362,11,"On 19 October 2022, ethnic Amhara militia men arbitrarily fired on civilians and killed at least 11 (some sources say, over 16) and wounded unknown number of residents, (mostly women), in Joji Migir kebele, a location near Agemsa town, in Amuru woreda (Horo Gudru Wellega, Oromia). The armed group also looted and burned down unspecified number of civilian properties. Number of fatalities may rise.",10
2022-10-19,2022,Battles,Armed clash,Oromia,West Shewa,Jeldu,Gojo,9.2667,38.0833,2,"Around 19 October 2022 (week of), ENDF and Oromia regional special forces clashed with OLF Shane around Gojo town, Jeldu woreda (West Shewa, Oromia). 2 civilians (an elder and a child) were shot and killed by bullets allegedly fired by the government forces during exchange of fires.",10
2022-10-19,2022,Battles,Armed clash,Tigray,Southern Tigray,Chercher,Bala,12.4786,39.7722,0,"Around 19 October 2022 (week of), ENDF, Amhara regional special forces, Amhara militias, and Fano militias clashed with TPLF forces in Guba mountain in Raya Bala (Chercher, Southern Tigray, Tigray). Casualities unknown.",10
2022-10-19,2022,Battles,Armed clash,Oromia,West Shewa,Meta Walkite,Goro Mako,9.548,38.1511,0,"Around 19 October 2022 (week of), ENDF clashed with OLF Shane in Goro Mako kebele, Meta Walkite woreda (West Shewa, Oromia) and in Kare Heto (coded separately). The government forces also conducted a drone strike in both kebeles (coded separately). Casualties unknown.",10
2022-10-19,2022,Battles,Armed clash,Oromia,West Shewa,Meta Walkite,Lafto Belo,9.5333,38.1667,0,"Around 19 October 2022 (week of), ENDF clashed with OLF Shane in Kare Heto kebele, near Lafto Belo, Meta Walkite woreda (West Shewa, Oromia) and in Goro Meko kebele (coded separately). The government forces also conducted a drone strike in both kebeles (coded separately). Casualties unknown.",10
2022-10-19,2022,Battles,Government regains territory,Tigray,Southern Tigray,Mekhoni town,Mehoni,12.8033,39.646,0,"On 19 October 2022, ENDF, Amhara regional special forces, Amhara militias, and Fano militias clashed with TPLF forces in Mehoni (Mekhoni Town, Southern Tigray, Tigray), and regained control of this area. Casualities unknown.",10
2022-10-19,2022,Violence against civilians,Attack,Oromia,East Wellega,Sasiga,Tokuma Tsige,9.2699,36.5141,10,"On 19 October 2022, suspected ethnic Amhara militia men opened gun fire and killed 11 civilians (fatalities uncorroborated) in Tokuma Tsige kebele, Sasiga woreda (East Wellega, Oromia). The armed group also looted and burned down unspecified number of civilian properties. Uncorroborated fatalities coded as 10.",10
2022-10-19,2022,Explosions/Remote violence,Air/drone strike,Oromia,West Shewa,Meta Walkite,Goro Mako,9.548,38.1511,7,"On 19 October 2022, Ethiopian Air Force conducted a drone strike against OLF-Shane positions in Goro Mako kebele, Meta Walkite woreda (West Shewa, Oromia) and in Kare Heto kebele (coded separately). 14 people were hit and killed by the strike in both locations and three students, who were on the road to school, are among the victims killed. Fatalities split across two events and coded as 7.",10
2022-10-19,2022,Explosions/Remote violence,Air/drone strike,Oromia,West Shewa,Meta Walkite,Lafto Belo,9.5333,38.1667,7,"On 19 October 2022, Ethiopian Air Force conducted a drone strike against OLF-Shane positions in Kare Heto kebele near Lafto Belo, Meta Walkite woreda (West Shewa, Oromia) and in Goro Meko kebele (coded separately). 14 people were reportedly hit and killed by the strike in both locations and three students who were on the road to school are among the victims killed. Fatalities split across two events and coded as 7.",10
2022-10-20,2022,Violence against civilians,Attack,Oromia,Kellem Wollega,Jimma Horo,Nunu,9.0167,34.7833,1,"On 20 October 2022, ENDF soldiers shot and killed a youth in Nunu town, Jimma Horo woreda (Kellem Wollega, Oromia), after being suspected of being a member of OLF Shane group. No further information is available.",10
2022-10-20,2022,Protests,Peaceful protest,Amhara,South Wello,Dessie town,Dessie,11.1333,39.6333,0,"On 20 October 2022, thousands of ethnic Tigray residents of Dessie town staged a protest against TPLF and rallied in Dessie (South Wello, Amhara). The protesters echoed slogans that condemn the TPLF for the 'several losses of life and property destruction' and displayed messages which calls for unity and peace on banners.",10
2022-10-21,2022,Explosions/Remote violence,Air/drone strike,Tigray,Central Tigray,Adwa town,Adwa,14.1635,38.8992,10,"On 21 October 2022, Ethiopian Air Force conducted airstrike against TPLF in Adwa town, Adwa (Central Tigray, Tigray). An unidentified number of civilians killed; coded as 10 in active conflict area.",10
2022-10-21,2022,Strategic developments,Looting/property destruction,Amhara,North Gondar,Addi Arekay,Addi Arkay,13.452,38.0626,0,"Property destruction: Around 21 October 2022 (as reported), TPLF forces looted and destroyed health centers and one hospital in Addi Arkay (Addi Arekay, North Gondar, Amhara) while the group controlled the area.",10
2022-10-21,2022,Strategic developments,Looting/property destruction,Amhara,Wag Hamra,Sekota town,Sekota,12.627,39.0343,0,"Property destruction: Around 21 October 2022 (as reported), TPLF forces destroyed the Tirari steel bridge, which connected Sekota with Korem and Afla woredas when the group was retreating from the area. The exact location of the bridge not found, coded at the administrative center of Wag Hamra zone, Sekota town (Wag Hamra, Amhara).",10
2022-10-21,2022,Explosions/Remote violence,Air/drone strike,Oromia,East Wellega,Nunu Kumba,Adere Wama,8.7662,36.7591,5,"On 21 October 2022, in two day aerial strikes, Ethiopian Air Force conducted an air strike against OLF Shane positions in Adere Wama town, Nunu Kumba woreda (East Wellega, Oromia). Another aerial strike was also carried out on 23 October (coded separately). Unknown number of OLF Shane fighters and civilians (children keeping cattle) were killed in the two days aerial strikes. Unspecified number of fatalities coded as 10 and split across two events (coded as 5 for this event).",10
2022-10-22,2022,Protests,Peaceful protest,Oromia,Jimma,Jimma town,Jima,7.6667,36.8333,0,"On 22 October 2022, a protest against western countries' involvement in Ethiopia and TPLF was held in Jimma town (Jima, Oromia). The main slogan of the protest was ' I will stand for Ethiopia and let my voice be heard.'",10
2022-10-22,2022,Protests,Peaceful protest,Benshangul/Gumuz,Metekel,Pawe,Gilgel Belles,11.1618,36.344,0,"On 22 October 2022, a protest against western countries' involvement in Ethiopia and TPLF was held in Gilgel Belles town (Pawe, Metekel, Benshangul/Gumuz). The main slogan of the protest was 'I will stand for Ethiopia and let my voice be heard.' Among other slogans, they chanted, 'Tigrayans are our brothers and TPLF is our enemy; respect our sovereignty; stop using humanitarian aid as a weapon to pressure us,' and so on. They also voiced their support for ENDF.",10
2022-10-22,2022,Protests,Peaceful protest,Benshangul/Gumuz,Asosa,Assosa,Asosa,10.0667,34.5333,0,"On 22 October 2022, a protest against western countries' involvement in Ethiopia and TPLF was held in Asosa town (Assosa, Benshangul/Gumuz). The main slogan of the protest was ' I will stand for Ethiopia and let my voice be heard.' Protesters also showed their support to ENDF.",10
2022-10-22,2022,Protests,Peaceful protest,Harari,Harari,Abadir,Harar,9.3122,42.1238,0,"On 22 October 2022, a protest against western countries' involvement in Ethiopia and TPLF was held in Harar (Abadir, Harari). The main slogan of the protest was 'I will stand for Ethiopia and let my voice be heard.'",10
2022-10-22,2022,Protests,Peaceful protest,Afar,Awsi-Zone 1,Samera Logiya town,Semera,11.794,41.006,0,"On 22 October 2022, a protest against western countries' involvement in Ethiopia and TPLF was held in Semera (Samera Logiya town, Awsi-Zone 1, Afar). The main slogan of the protest was ' I will stand for Ethiopia and let my voice be heard.'",10
2022-10-22,2022,Protests,Peaceful protest,Afar,Awsi-Zone 1,Samera Logiya town,Logiya Town,11.723,40.976,0,"On 22 October 2022, a protest against western countries' involvement in Ethiopia and TPLF was held in Logiya Town (Samera Logiya town, Awsi-Zone 1, Afar). The main slogan of the protest was 'I will stand for Ethiopia and let my voice be heard.'",10
2022-10-22,2022,Battles,Government regains territory,Tigray,Central Tigray,Adwa town,Adwa,14.1635,38.8992,10,"On 22 October 2022, ENDF and EDF clashed with TPLF around Adwa town, Adwa (Central Tigray, Tigray) and regained control of the town as reported by a number of sources. The government forces claim they entered the town, after the TPLF forces retreated, without fighting in the town. Unknown number of fighters killed in the fighting. An unidentified number of fatalities in high intensity conflict area, coded as 10.",10
2022-10-22,2022,Explosions/Remote violence,Air/drone strike,Oromia,East Shewa,Fentale,Fentale,8.7539,39.8339,3,"On 22 October 2022, Ethiopian Air Force conducted an air strike against OLF-Shane positions in Fentale woreda (Fentale, East Shewa, Oromia), killing unknown number of the OLF Shane fighters and civilians. An unidentified number of fatalities mentioned in a low intensity conflict zone is coded as 3.",10
2022-10-22,2022,Protests,Peaceful protest,Central Ethiopia,Hadiya,Hosaena town,Hosaena,7.5554,37.8501,0,"On 22 October 2022, a protest against western countries' involvement in Ethiopia and TPLF was held in Hosaena town (Hadiya, SNNP). The main slogan of the protest was 'I will stand for Ethiopia and let my voice be heard.'",10
2022-10-22,2022,Protests,Peaceful protest,Somali,Fafan,Jigjiga town,Jijiga,9.35,42.8,0,"On 22 October 2022, a protest against western countries' involvement in Ethiopia and TPLF was held in Jigjiga town (Jijiga, Fafan, Somali). The main slogan of the protest was 'I will stand for Ethiopia and let my voice be heard.' The protesters asked the western countries to stop intervening in Ethiopia under the name of humanitarian aid. Among other slogans they chanted 'Tigrayans are our brothers and TPLF is our enemy; We want allow TPLF to attack us for the fourth time; two armed forces cannot be present in one country' and so on.",10
